WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,8.8,6.3,5.8,5.9,8.4,11.6,11.3,10.5,9.7,9.5,8.5,8.4,104.7,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,30,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
3,Daily_Maximum_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,3,Mean,1,32.3,33,34,34.3,33.5,32.2,31.6,31.7,32.2,32.7,32.7,32.6,32.7,,,,
98851,3,NOY,98,30,30,30,30,29,30,30,30,30,29,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
4,Daily_Minimum_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,4,Mean,1,22.6,22.8,23,23.5,23.6,23.1,22.8,22.8,22.8,22.8,23,23,23,,,,
98851,4,NOY,98,28,28,27,27,26,28,28,28,28,27,27,28,28,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
5,Daily_Mean_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,5,Mean,1,27.5,27.9,28.6,29,28.6,27.7,27.2,27.3,27.5,27.7,27.9,27.8,27.9,,,,
98851,5,NOY,98,28,28,27,27,26,28,28,28,28,27,27,28,28,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
6,Mean Sea Level Pressure,hPa,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,6,Mean,1,1009.6,1009.9,1009.9,1009.4,1009.3,1009.5,1009.5,1009.7,1009.7,1009.3,1008.8,1008.6,1009.4,,,,
98851,6,NOY,98,29,29,29,29,28,29,29,29,29,28,28,29,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
7,Mean_Vapor_Pressure,hPa,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,7,Mean,1,28.6,28.3,28.7,29.6,30.3,30,29.7,29.6,29.6,29.8,29.8,29.3,29.4,,,,
98851,7,NOY,98,28,27,27,27,27,28,29,29,29,28,27,28,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Secondary and Other Climatological Surface Parameters (add as needed),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
11,Boundaries_of_quintiles_of_monthly_precipitation,mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,11,Q0,6,1.9,0.5,0,1,21,38.2,24,18.3,30.7,8,15,10.4,,,,,
98851,11,Q1,7,48.02,11.9,13.4,19.76,37.92,65.78,62.14,52.68,51.04,61.9,38.04,44.92,,,,,
98851,11,Q2,8,79.78,34.8,40.74,45.66,47.1,90.5,76.14,74.52,64.02,83.32,61.94,66.74,,,,,
98851,11,Q3,9,93.16,63.44,66.64,54.26,76.96,99.44,99.34,96.96,78.86,113.04,84.26,74.94,,,,,
98851,11,Q4,10,147.92,78.34,97.98,76.08,91.18,124.38,143.92,125.16,106.58,138.82,115.64,97.98,,,,,
98851,11,Q5,11,256.8,195.4,143.6,149.4,210.3,206.9,202.2,225.6,244.2,233.5,186.3,156.3,,,,,
98851,11,NOY,98,30,30,30,30,28,30,30,30,30,30,29,30,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
12,Number_of_Days_with_Maximum_Temperature_>=_35_Deg_C,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,12,Count,5,3.4,5.3,12.1,12.7,7.7,1.8,0.6,0.3,1.2,2,3.1,4.3,54.5,,,,
98851,12,NOY,98,30,30,30,30,29,30,30,30,30,29,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
13,Number_of_Days_with_Minimum_Temperature_<=_22_Deg_C,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,13,Count,5,9.3,7.9,5.1,2.5,1.8,3.6,6.1,6.6,6,5.7,4.9,6.1,65.6,,,,
98851,13,NOY,98,28,28,27,27,26,28,28,28,28,27,27,28,28,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_50_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.1,0.1,1.5,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,30,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_100_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,30,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_200_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,30,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
18,Number_of_Days_with_Wind_Speed_≥_30_m/s,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,29,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
18,Number_of_Days_with_Wind_Speed_≥_50_m/s,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98851,2,NOY,98,30,30,30,30,29,30,30,30,30,29,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
26,Mean_Number_of_Days_with_Thunder,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,73,Count,5,31,28.3,31,30,30,30,31,31,30,30.9,29.4,31,363.6,,,,
98851,73,NOY,98,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
30,Cloud_Amount,okta,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,30,Mean,1,5.4,5.1,4.7,4.5,5.1,5.8,5.9,5.8,5.7,5.4,5.1,5.2,5.3,,,,
98851,30,NOY,98,30,30,30,30,29,30,30,30,30,29,29,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
39,Dewpoint_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98851,39,Mean,1,23.3,23.1,23.3,23.9,24.2,24.1,23.9,23.9,23.8,23.9,23.9,23.7,23.8,,,,
98851,39,NOY,98,28,27,27,27,27,28,29,29,29,28,27,28,29,,,,
