WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0.7,0.6,0.4,1.3,8.9,14.4,18.6,18.9,15.3,7.3,2.9,1.3,90.6,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,30,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
3,Daily_Maximum_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,3,Mean,1,30.2,30.7,31.8,32.9,33,32.2,31.3,30.6,30.9,31.4,31.5,30.9,31.5,,,,
98222,3,NOY,98,27,27,26,27,28,29,27,27,26,26,27,27,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
4,Daily_Minimum_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,4,Mean,1,21.2,21.6,23,24.3,24.9,24.6,24.1,24,23.9,23.4,23.2,22.3,23.4,,,,
98222,4,NOY,98,28,28,27,28,29,29,27,27,27,27,28,28,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
5,Daily_Mean_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,5,Mean,1,25.7,26.2,27.4,28.6,29,28.4,27.7,27.3,27.4,27.5,27.4,26.6,27.4,,,,
98222,5,NOY,98,27,27,26,27,28,29,27,27,26,26,27,27,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
6,Mean Sea Level Pressure,hPa,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,6,Mean,1,1013,1013.1,1012.4,1011.1,1009.4,1008.5,1007.6,1007.2,1008.1,1009.5,1020.3,1011.7,1011,,,,
98222,6,NOY,98,30,30,30,30,30,30,29,29,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
7,Mean_Vapor_Pressure,hPa,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,7,Mean,1,23.7,24.4,26.7,29.1,30.9,31.4,31.2,31.2,31,29.3,28.1,25.3,28.5,,,,
98222,7,NOY,98,25,25,24,25,26,26,25,25,24,24,26,26,26,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Secondary and Other Climatological Surface Parameters (add as needed),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
11,Boundaries_of_quintiles_of_monthly_precipitation,mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,11,Q0,6,0,0,0,0,17.4,27,124.1,190.8,85.2,6.8,0,0,,,,,
98222,11,Q1,7,0,0,0,0,61.22,165.24,247.1,352.42,199.32,21,1.34,0,,,,,
98222,11,Q2,8,0,0,0,1.66,120.28,218.1,316.56,476.2,293.94,48.06,6,2.08,,,,,
98222,11,Q3,9,0.96,0.24,0.2,7.48,211.84,281.56,540.28,604.8,406.5,115.9,18.58,3.88,,,,,
98222,11,Q4,10,4.9,3.2,1.88,10.6,276.64,373.74,866.16,974.18,505.06,250.72,49.1,8.82,,,,,
98222,11,Q5,11,67.4,24.2,59.3,189.5,422.9,725.2,1092.9,1173.3,746.5,901,271.6,51.6,,,,,
98222,11,NOY,98,30,30,29,30,30,30,29,30,28,29,30,30,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
12,Number_of_Days_with_Maximum_Temperature_>=_35_Deg_C,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,12,Count,5,0,0,0.3,0.8,2.4,0.7,0,0,0,0.1,0.1,0,4.4,,,,
98222,12,NOY,98,27,27,26,27,28,29,27,27,26,26,27,27,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
13,Number_of_Days_with_Minimum_Temperature_<=_22_Deg_C,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,13,Count,5,21.8,16.3,7.7,1.7,0.6,0.6,1.4,1.6,1.1,5.3,5.8,13,76.9,,,,
98222,13,NOY,98,28,28,27,28,29,29,27,27,27,27,28,28,29,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_50_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0,0,0,0.1,0.9,1.4,3.2,3.8,2,0.7,0.3,0,12.4,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,30,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_100_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0,0,0,0,0.1,0.5,1.2,1.5,0.7,0.3,0.1,0,4.4,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,30,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
16,Number_of_Days_with_Daily_Precipitation_≥_200_mm,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0,0,0,0,0,0.1,0.2,0.3,0.2,0,0,0,0.8,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,30,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
18,Number_of_Days_with_Wind_Speed_≥_30_m/s,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,29,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
18,Number_of_Days_with_Wind_Speed_≥_50_m/s,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,2,Count,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98222,2,NOY,98,30,30,29,30,30,30,29,29,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
26,Mean_Number_of_Days_with_Thunder,count,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,73,Count,5,25.8,23.8,24.7,25.2,25.5,24.3,25.1,25.3,24.1,24.5,25,25.6,298.9,,,,
98222,73,NOY,98,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
30,Cloud_Amount,okta,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,30,Mean,1,2.7,2.4,2.2,2.2,3.9,5,5.5,5.9,5.1,3.7,3.3,3,3.7,,,,
98222,30,NOY,98,30,30,29,30,30,30,29,29,29,29,30,30,30,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,,,,,
39,Dewpoint_Temperature,Deg_C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual,,,,
98222,39,Mean,1,20.1,20.6,22.1,23.6,24.6,24.9,24.7,24.7,24.6,23.6,22.9,21.2,23.1,,,,
98222,39,NOY,98,25,25,24,25,26,26,25,25,24,24,26,26,26,,,,
