World Meteorological Organization Climate Normals for 1991-2020,,,,,,,,,,,,,,,,
Single Station Data Sheet For All Climatological Surface Parameters,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Station Header Record,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Country_Name,Belarus,,,,,,,,,,,,,,,
Station_Name,MARIYNA GORKA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WMO_Number,Latitude,Longitude,Station_Height,,,,,,,,,,,,,
26855,53|29|30|N,028|08|28|E,175,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WMO Integrated Global Observing System (WIGOS) Station Identifier (if available),,,,,,,,,,,,,,,,
0-20000-0-26855,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Principal Climatological Surface Parameters,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,
1,Precipitation_Total,mm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual
26855,1,Sum,4,38.9,34,35.9,37,59.9,69.8,89.9,63,45.6,50.6,42.7,40.2,607.5
26855,1,MinMon,17,3.8,13.2,8.8,0,12.5,10.3,5.4,0.1,7.3,1.6,6.5,11.7,
26855,1,DMinMon,18,2006,2019,2011,2009,2018,2015,1994,2015,2005,2000,1993,2006,
26855,1,MaxMon,19,79.7,69.8,75.4,71.5,146.5,182.9,186.8,178,138.2,139.5,91.3,85.1,
26855,1,DMaxMon,20,2004,2004,1999,2004,2008,2009,2018,2006,1998,2016,2013,2017,
26855,1,NOY,98,30,30,30,30,30,30,30,30,30,30,30,30,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,
2,Number_of_Days_with_Precipitation_>=_1_mmï¿,count,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual
26855,2,Count,5,9.9,9.2,8.6,6.9,9.1,10.3,10.9,8,7.7,8.6,9.2,10.1,108.5
26855,2,MinMon,17,1,4,4,0,4,4,2,0,2,0,1,4,
26855,2,DMinMon,18,2006,2003,2003,2009,2000,2015,1994,2015,2005,2000,1993,2006,
26855,2,MaxMon,19,17,16,16,12,18,17,16,18,13,17,16,18,
26855,2,DMaxMon,20,2007,1995,2008,2015,2010,2012,1997,2006,1993,2002,2010,2018,
26855,2,NOY,98,30,30,30,30,30,30,30,30,30,30,30,30,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Parameter_Code,Parameter_Name,Units,,,,,,,,,,,,,,
3,Daily_Maximum_Temperature,Deg_C,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual
26855,3,Mean,1,-1.8,-0.5,5,13.4,19.4,22.9,24.9,24.1,18.1,10.9,3.9,-0.4,11.7
26855,3,MinMon,17,-8.3,-7.2,-0.4,8.7,15.6,19.4,21.2,20.1,13.5,6.8,-3.2,-5.9,
26855,3,DMinMon,18,2010,2012,2013,1997,1991,1994,1993,1998,1993,1992,1993,2002,
26855,3,MaxMon,19,2.8,4.9,10.6,17,23.4,27.8,28.9,27.9,21.2,14.3,7.2,4.8,
26855,3,DMaxMon,20,2007,2020,2014,2018,2018,1999,2010,2015,2018,2019,1996,2006,
